,comment,cl_comment,wordlist,emojis,sent_num,sent,user,mentioned,likes
2221,💪💪🥇💪💪🥰, ,[],💪💪🥇💪💪🥰,0.5557132718239886,neu,danezuk2, ,0
2222,من چجوری میتونم عضو گروهتون بشم؟, ,[], ,0.0,neu,y_masoumi1, ,0
2223,Fuckin legend 😂💸💸,fuckin legend,"['fuckin', 'legend']",😂💸💸,0.1108603474216933,neu,chebby_chaser, ,0
2224,🤮🤮🤮🤮, ,[],🤮🤮🤮🤮,0.0,neu,sweet_cherriot12, ,0
2225,🔥🔥, ,[],🔥🔥,0.1397849462365591,neu,alisson_augustoo, ,0
2226,"Hello, deposit money in my account so that I can get rich too",hello deposit money account get rich,"['hello', 'deposit', 'money', 'account', 'get', 'rich']", ,0.5574,pos,hadi_secretary9999999999999999, ,0
2227,LFG🔥,lfg,['lfg'],🔥,0.06989247311827955,neu,kevin_d_daniel, ,0
2228,"Hello, deposit money in my account so that I can get rich too",hello deposit money account get rich,"['hello', 'deposit', 'money', 'account', 'get', 'rich']", ,0.5574,pos,hadi_secretary9999999999999999, ,0
2229,@fikidarsin @_selviannnr pace dreams,pace dream,"['pace', 'dream']", ,0.25,neu,anggakrisnadi,fikidarsin _selviannnr ,0
2230,@kaio.silva333  vai dizer que viver assim 10 anos tá ruim?,vai dizer que viver assim ano ruim,"['vai', 'dizer', 'que', 'viver', 'assim', 'ano', 'ruim']", ,0.0,neu,victorluan7,kaio.silva333 ,0
2231,❤️❤️❤️, ,[],❤❤❤,0.7460869565217392,neu,_ayhan_tt, ,0
2232,I put a app in where?,put app,"['put', 'app']", ,0.0,neu,187_leader, ,0
2233,Dan should release a sex tape 🙌,dan releas sex tape,"['dan', 'releas', 'sex', 'tape']",🙌,0.11208499335989375,neu,johnnyb.comedy, ,0
2234,Você é o cara 👊👊,voc cara,"['voc', 'cara']",👊👊,0.11462882096069865,neu,victoracunha9, ,0
2235,"If you have opportunity to bend accelerator pedal, just push it till the end.
end of story. 🙏",opportun bend acceler pedal push till end end stori,"['opportun', 'bend', 'acceler', 'pedal', 'push', 'till', 'end', 'end', 'stori']",🙏,0.04178037686809616,neu,andriusjuozas, ,0
2236,😔🌊🌊🌊😘, ,[],😔🌊🌊🌊😘,0.42061294314624736,neu,3abdelra7man.official, ,0
2237,@bilalelkhomsi, ,[], ,0.0,neu,imadchouay,bilalelkhomsi ,1
2238,دن بیلیتو بخورم, ,[], ,0.0,neu,abadiansaeid, ,0
2239,Being stoned deff makes fuckin better,stone deff make fuckin better,"['stone', 'deff', 'make', 'fuckin', 'better']", ,0.4404,pos,allanmatthews_478, ,0
2240,"I’d watch it, I’m sure there are plenty of vapor hipsters that might take you up on that 😂",watch sure plenti vapor hipster might take,"['watch', 'sure', 'plenti', 'vapor', 'hipster', 'might', 'take']",😂,0.30604605047189165,neu,nickel_and_dime_kreations, ,0
2241,The 🐐 🔥, ,[],🐐🔥,0.34767025089605735,neu,dranksippa214, ,0
2242,Just when I thought there was no attractive women left oh that’s because you have them all,thought no attract women left oh,"['thought', 'no', 'attract', 'women', 'left', 'oh']", ,0.0772,neu,za_bro_u_lit, ,0
2243,@ewanmcdonaldddddd rather be Dan,rather dan,"['rather', 'dan']", ,0.0,neu,dexblaand,ewanmcdonaldddddd ,1
2244,@dexblaand hahahah okay this vid might of just changed my mind,hahahah okay vid might chang mind,"['hahahah', 'okay', 'vid', 'might', 'chang', 'mind']", ,0.2263,neu,ewanmcdonaldddddd,dexblaand ,1
2245,@ewanmcdonaldddddd ahaha wise decision,ahaha wise decis,"['ahaha', 'wise', 'decis']", ,0.4767,pos,dexblaand,ewanmcdonaldddddd ,1
2246,Boom♠♠♠♠♠,boom,['boom'],♠♠♠♠♠,0.2916666666666667,neu,rubenxacatryan, ,0
2247,Way to help kids of America get addicted to toxic levels of nicotine. So cool of you. 🙄,way help kid america get addict toxic level nicotin cool,"['way', 'help', 'kid', 'america', 'get', 'addict', 'toxic', 'level', 'nicotin', 'cool']",🙄,0.6124,pos,theantipress, ,0
2248,👏👏👏👏, ,[],👏👏👏👏,0.5205479452054794,neu,jansenmarceneiro, ,0
2249,@colbykail @jloggy06 @ryanodenweller @buckeyevodkaseth_ @jumbrotie, ,[], ,0.0,neu,nickcc08,colbykail jloggy06 ryanodenweller buckeyevodkaseth_ jumbrotie ,0
2250,@laurie_ingram_ $100 link,link,['link'], ,0.0,neu,kar_killer,laurie_ingram_ ,1
2251,@_joaop21, ,[], ,0.0,neu,miguelcorreiass,_joaop21 ,0
2252,"I'm north omaha, marine vet would love to kick it, you got some room to kick it? I would  love a break.....",north omaha marin vet would love kick got room kick would love break,"['north', 'omaha', 'marin', 'vet', 'would', 'love', 'kick', 'got', 'room', 'kick', 'would', 'love', 'break']", ,0.8555,pos,dave1000jensen, ,0
2253,Boss shit,boss shit,"['boss', 'shit']", ,-0.5574,neg,kar_killer, ,0
2254,Bro pls adopt me 😭,bro pl adopt,"['bro', 'pl', 'adopt']",😭,0.11008080890336591,neu,officialkriss_kross299, ,0
2255,Your still 5 foot tall though.,still foot tall though,"['still', 'foot', 'tall', 'though']", ,0.0,neu,interlockcanada, ,0
2256,@liny_soares98, ,[], ,0.0,neu,weltonmontier,liny_soares98 ,0
2257,❤️❤️🔥🔥, ,[],❤❤🔥🔥,0.4429359513791491,neu,zizou.sof_off, ,0
2258,@jaimemilanez pra que dinheiro né,pra que dinheiro n,"['pra', 'que', 'dinheiro', 'n']", ,0.0,neu,fernandiinhu,jaimemilanez ,0
2259,Living life 🙌🔥 where’s my invite 😂,live life invit,"['live', 'life', 'invit']",🙌🔥😂,0.15352971946852687,neu,rey_escobar1981, ,0
2260,just seems like all of last weeks posts,seem like last week post,"['seem', 'like', 'last', 'week', 'post']", ,0.3612,neu,molina_cp3kemp, ,0
2261,🕯, ,[],🕯,0.0,neu,ixrap, ,0
2262,😎, ,[],😎,0.493368700265252,neu,samrhima, ,0
2263,"Yo ur a beast man, all the bitches hahaha",yo ur beast man bitch hahaha,"['yo', 'ur', 'beast', 'man', 'bitch', 'hahaha']", ,-0.0516,neu,zackhanson20, ,0
2264,sexy🔥🔥🔥🔥🔥😍😍😍😍❤️❤️,sexi,['sexi'],🔥🔥🔥🔥🔥😍😍😍😍❤❤,0.4085704811898474,neu,ali.saeidi8, ,0
2265,😍😍😍🔥🔥🔥, ,[],😍😍😍🔥🔥🔥,0.4088608643747664,neu,ali.saeidi8, ,0
2266,Legit 🔥 Grill first then Celebrate 🥂,legit grill first celebr,"['legit', 'grill', 'first', 'celebr']",🔥🥂,0.027956989247311822,neu,the_dancingengineer, ,0
2267,Amazing 👏  keep it up 🙌,amaz keep,"['amaz', 'keep']",👏🙌,0.270243228001237,neu,dre32r, ,0
2268,"@roccoc2022 ,,, ;-)", ,[], ,0.0,neu,g_i_a_n_n_i___,roccoc2022 ,0
2269,Something about this seems off 🤔,someth seem,"['someth', 'seem']",🤔,0.0,neu,billrehmat, ,0
2270,❤️❤️❤️❤️❤️🔥🔥🔥🔥, ,[],❤❤❤❤❤🔥🔥🔥🔥,0.47661939639499246,neu,shakas_duhoke, ,0
2271,🔥🔥🔥, ,[],🔥🔥🔥,0.1397849462365591,neu,jekeeeiiisss, ,0
2272,@danbilzerian you the man brother,man brother,"['man', 'brother']", ,0.0,neu,jwpjr,danbilzerian ,0
2273,Big baller right thur 👏👏👏,big baller right thur,"['big', 'baller', 'right', 'thur']",👏👏👏,0.22309197651663404,neu,pistolero_76, ,0
2274,Can I lay next to you bro I want the same thing😍😂😍😂😍😂❤❤❤🤗🤗🤗🥰🥰🥰,lay next bro want thing,"['lay', 'next', 'bro', 'want', 'thing']",😍😂😍😂😍😂❤❤❤🤗🤗🤗🥰🥰🥰,0.3800697448878242,neu,supersaiyangodsanchez, ,0
2275,King,king,['king'], ,0.0,neu,gaziano.michael, ,0
2276,Fucking Kong,fuck kong,"['fuck', 'kong']", ,-0.5423,neg,gaziano.michael, ,0
2277,Congrats my king and saviour 🙌,congrat king saviour,"['congrat', 'king', 'saviour']",🙌,0.14010624169986718,neu,_tarzdan, ,0
2278,scammer,scammer,['scammer'], ,0.0,neu,bhasecroughman, ,0
2279,Nice one,nice one,"['nice', 'one']", ,0.4215,pos,thesweetvivi, ,0
2280,nice you can get your hoes to do that😆,nice get hoe,"['nice', 'get', 'hoe']",😆,0.4190661764705882,pos,gdubs2751, ,0
2281,Esse é o cara que aproveita bem a vida!,ess cara que aproveita bem vida,"['ess', 'cara', 'que', 'aproveita', 'bem', 'vida']", ,0.0,neu,playracessorios, ,0
2282,🔥, ,[],🔥,0.1397849462365591,neu,juicyyjakee08, ,0
2283,King Jr,king jr,"['king', 'jr']", ,0.0,neu,gabrielcaixetta, ,0
2284,Damn I want to be like him lol,damn want like lol,"['damn', 'want', 'like', 'lol']", ,0.4404,pos,richardklapz, ,0
2285,Wow,wow,['wow'], ,0.5859,pos,nneka.shelton, ,0
2286,دنی خیلی نامردی ،بچه پولدار بی تربیت, ,[], ,0.0,neu,yaser_shekarian2, ,0
2287,@anderalcaineval, ,[], ,0.0,neu,juanmu11,anderalcaineval ,0
2288,My Friend 🔥😂,friend,['friend'],🔥😂,0.28488445000389745,pos,mahmouud.massad, ,0
2289,Ok 😳,ok,['ok'],😳,0.15686524822695033,neu,m4n15h4, ,0
2290,Living the life for us all !!!! @danbilzerian 💯💯😆😆💪🏽💪🏽🙌🏽🙌🏽🙌🏽🙌🏽🙌🏽🙌🏽,live life us,"['live', 'life', 'us']",💯💯😆😆💪🏽💪🏽🙌🏽🙌🏽🙌🏽🙌🏽🙌🏽🙌🏽,0.36928426653118246,neu,i_am_godschild_,danbilzerian ,1
2291,King is back,king back,"['king', 'back']", ,0.0,neu,nick.bellino, ,0
2292,"@emersontorales @matheus_10n. Esse cara ai é lutador, ele criou a propria marca de calcinhas e sutias femininas, as mina que estão sempre com ele que são cerca de 15 mais ou menos usam so a marca dele a vida do cara é uma puta vida vida gurisada 😮😂😂",ess cara ai lutador ele criou propria marca de calcinha e sutia feminina mina que esto sempr com ele que cerca de mai ou meno usam marca dele vida cara uma puta vida vida gurisada,"['ess', 'cara', 'ai', 'lutador', 'ele', 'criou', 'propria', 'marca', 'de', 'calcinha', 'e', 'sutia', 'feminina', 'mina', 'que', 'esto', 'sempr', 'com', 'ele', 'que', 'cerca', 'de', 'mai', 'ou', 'meno', 'usam', 'marca', 'dele', 'vida', 'cara', 'uma', 'puta', 'vida', 'vida', 'gurisada']",😮😂😂,0.018939857508632744,neu,oficial_jardel2b61,emersontorales matheus_10n ,0
2293,You guys looking for a travel nurse? Lol,guy look travel nurs lol,"['guy', 'look', 'travel', 'nurs', 'lol']", ,0.4215,pos,lateperush, ,0
2294,Still short,still short,"['still', 'short']", ,0.0,neu,davesarge87, ,0
2295,Esse vive bem 😂😂😂🔥🔥,ess vive bem,"['ess', 'vive', 'bem']",😂😂😂🔥🔥,0.11780938797481477,neu,danielbrito.15, ,0
2296,انقد حلم دیگه بدرو نمیخوره, ,[], ,0.0,neu,omidafshar79, ,0
2297,"Hacı abi,kralsın #danbilzerian",hac abi kralsn danbilzerian,"['hac', 'abi', 'kralsn', 'danbilzerian']", ,0.0,neu,colt_1907, ,0
2298,"Let  em Hate , laugh  all the way to the Bank 💰💰💰!",let em hate laugh way bank,"['let', 'em', 'hate', 'laugh', 'way', 'bank']",💰💰💰,0.0681174603174603,neu,dexdexter23, ,0
2299,@diegovandelaar wat is dit dan bassie😂,wat dit dan bassi,"['wat', 'dit', 'dan', 'bassi']",😂,0.044193680755026665,neu,sven__martens,diegovandelaar ,1
2300,Congratulations,congratul,['congratul'], ,0.0,neu,sscotty84, ,0
2301,Lifestyle Energy,lifestyl energi,"['lifestyl', 'energi']", ,0.0,neu,getjoemoneyrightyo, ,0
2302,If anything dude lives a dream!,anyth dude live dream,"['anyth', 'dude', 'live', 'dream']", ,0.25,neu,jackhollywoodg, ,0
2303,هلا مدريد 🤣, ,[],🤣,0.0,neu,alaa_bilal170, ,0
2304,@pony03_06, ,[], ,0.0,neu,xwj666666,pony03_06 ,2
2305,🐐, ,[],🐐,0.5555555555555556,neu,ogmaximaxx, ,0
2306,Oblisssssss,oblisssssss,['oblisssssss'], ,0.0,neu,azizanqhalid, ,0
2307,Boring 😂,bore,['bore'],😂,-0.01451579811243335,neu,shammm_5, ,0
2308,Un vio,un vio,"['un', 'vio']", ,0.0,neu,jeremy.ignacio.21, ,0
2309,👏👏👏💪🤙😍🔥, ,[],👏👏👏💪🤙😍🔥,0.48917980603165995,neu,amarramlalmuslo, ,0
2310,👏👏👏🔥😍🔥, ,[],👏👏👏🔥😍🔥,0.41985841843375504,neu,amarramlalmuslo, ,0
2311,😍😍😍😍, ,[],😍😍😍😍,0.6779367825129737,neu,ebadizohreh, ,0
2312,Just you and your bitches,bitch,['bitch'], ,-0.5859,neg,ibeenchiefin, ,0
2313,Warming up!,warm,['warm'], ,0.2263,neu,thenotoriousmma, ,1120
2314,@selfindulgentphotographs guess we know what kinda shit you're into 😂,guess know kinda shit,"['guess', 'know', 'kinda', 'shit']",😂,-0.36524631924497336,neg,ryannnn_e,selfindulgentphotographs ,1120
2315,"@ryannnn_e yeah, your mother sucking my toes. Its cheap.",yeah mother suck toe cheap,"['yeah', 'mother', 'suck', 'toe', 'cheap']", ,-0.1779,neu,selfindulgentphotographs,ryannnn_e ,1120
2316,"@thenotoriousmma , how are you champ ? When you return ?",champ return,"['champ', 'return']", ,0.4767,pos,_art.shell.7_,thenotoriousmma ,1120
2317,"@thenotoriousmma , we can see your rematch with Dustin ?
Let’s go Ireland 💣💪🏻",see rematch dustin let go ireland,"['see', 'rematch', 'dustin', 'let', 'go', 'ireland']",💣💪🏻,0.07041835745128101,neu,_art.shell.7_,thenotoriousmma ,1120
2318,@thenotoriousmma CONNOR HAS ENTERED THE CHAT🥶,connor enter chat,"['connor', 'enter', 'chat']",🥶,0.0,neu,chettpesta,thenotoriousmma ,1120
2319,@ryannnn_e you're crawling trough these comments looking to drag mfs you are a spoon,crawl trough comment look drag mf spoon,"['crawl', 'trough', 'comment', 'look', 'drag', 'mf', 'spoon']", ,-0.2263,neu,selfindulgentphotographs,ryannnn_e ,1120
2320,@thenotoriousmma it’s over Conor,conor,['conor'], ,0.0,neu,bulldogsc147,thenotoriousmma ,1120
2321,@thenotoriousmma sayangku😍,sayangku,['sayangku'],😍,0.33896839125648687,neu,via_astriaoctavia,thenotoriousmma ,1120
2322,@thenotoriousmma your voice is universal now for thug life. The King 👑 Is Back mf🔥🔥🔥,voic univers thug life king back mf,"['voic', 'univers', 'thug', 'life', 'king', 'back', 'mf']",👑🔥🔥🔥,0.10188155641717017,neu,sanil_chavan_,thenotoriousmma ,1120
2323,@thenotoriousmma  why you punch old man,punch old man,"['punch', 'old', 'man']", ,0.0,neu,achrafhamza,thenotoriousmma ,1120
2324,@thenotoriousmma 😂🔥, ,[],😂🔥,0.1803766750058462,neu,bella_roche_jewelry,thenotoriousmma ,1120
2325,@selfindulgentphotographs guess you can't afford the extra $5. Meanwhile your mom can't stop gargling on mines 🥳,guess ca not afford extra meanwhil mom ca not stop gargl mine,"['guess', 'ca', 'not', 'afford', 'extra', 'meanwhil', 'mom', 'ca', 'not', 'stop', 'gargl', 'mine']",🥳,0.2235,neu,ryannnn_e,selfindulgentphotographs ,1120
2326,@ryannnn_e your ma poses as a toe sucker for fat men with money you bum,pose toe sucker fat men money bum,"['pose', 'toe', 'sucker', 'fat', 'men', 'money', 'bum']", ,-0.5267,neg,selfindulgentphotographs,ryannnn_e ,1120
2327,@thenotoriousmma oh look the little leprechaun just had to chime in . Sit down and eat your lucky charms,oh look littl leprechaun chime sit eat lucki charm,"['oh', 'look', 'littl', 'leprechaun', 'chime', 'sit', 'eat', 'lucki', 'charm']", ,0.4019,pos,gh00st,thenotoriousmma ,1120
2328,@thenotoriousmma so cool,cool,['cool'], ,0.3182,neu,necelebridades,thenotoriousmma ,1120
2329,"@ryannnn_e your ma wouldn't take a photo of you if you asked you thick, state of you",would not take photo ask thick state,"['would', 'not', 'take', 'photo', 'ask', 'thick', 'state']", ,0.0,neu,selfindulgentphotographs,ryannnn_e ,1120
2330,@thenotoriousmma u the best🔥,u best,"['u', 'best']",🔥,0.471194982078853,pos,callmememo_stark,thenotoriousmma ,1120
2331,"@selfindulgentphotographs learn proper English special kid. My mom doesn't pose as a no skill no income ""photographer"" 😂",learn proper english special kid mom not pose no skill no incom photograph,"['learn', 'proper', 'english', 'special', 'kid', 'mom', 'not', 'pose', 'no', 'skill', 'no', 'incom', 'photograph']",😂,0.6359763145553667,pos,ryannnn_e,selfindulgentphotographs ,1120
2332,@achrafhamza Who did this?, ,[], ,0.0,neu,mad_maxi64,achrafhamza ,1120
2333,@benoitbarbato @benoitlarnaud  il se gave le collègue 😋,il se gave le collgu,"['il', 'se', 'gave', 'le', 'collgu']",😋,0.1055858310626703,neu,julienxv,benoitbarbato benoitlarnaud ,1
2334,U hiring ?,u hire,"['u', 'hire']", ,0.0,neu,1deepdc, ,0
2335,a ver cuando nos vemos tio que ha pasao mucho  tiempo desde la ultima vez tt,ver cuando no vemo tio que ha pasao mucho tiempo desd la ultima vez tt,"['ver', 'cuando', 'no', 'vemo', 'tio', 'que', 'ha', 'pasao', 'mucho', 'tiempo', 'desd', 'la', 'ultima', 'vez', 'tt']", ,0.0516,neu,arturo_gv20, ,0
2336,You make yourself a target by acting like a 🤡. The culture doesn’t want what you are selling. You have no game,make target act like cultur not want sell no game,"['make', 'target', 'act', 'like', 'cultur', 'not', 'want', 'sell', 'no', 'game']",🤡,0.4881,pos,9o7vine, ,0
2337,U live the life Everyman wants to salute u mane😮‍💨😂😂,u live life everyman want salut u mane,"['u', 'live', 'life', 'everyman', 'want', 'salut', 'u', 'mane']",😮💨😂😂,0.14405157776284427,neu,realtrillrios.30, ,0
2338,Daaaaaadddddyyyyysssss mmmoooonnnneeeeyyyy,daaaaaadddddyyyyysssss mmmoooonnnneeeeyyyi,"['daaaaaadddddyyyyysssss', 'mmmoooonnnneeeeyyyi']", ,0.0,neu,sharknadochaser, ,0
2339,Crazy how like every girl is way taller than Dan. Had to google his height. He’s literally mini me.,crazi like everi girl way taller dan googl height liter mini,"['crazi', 'like', 'everi', 'girl', 'way', 'taller', 'dan', 'googl', 'height', 'liter', 'mini']", ,0.3612,neu,phillywalks, ,1
2340,And I’m over here dying in the heat at my shop. 😂 props to that man for having it like that that’s Wasup,die heat shop prop man like wasup,"['die', 'heat', 'shop', 'prop', 'man', 'like', 'wasup']",😂,-0.26987894952810837,neu,dannybss83, ,0
2341,Ourn 🐂🔥,ourn,['ourn'],🐂🔥,0.10720104268491362,neu,fady1741, ,0
2342,you are dangerous 🖤,danger,['danger'],🖤,-0.5267,neg,deved1985185, ,0
2343,دلار اونورا قیمتش چنده, ,[], ,0.0,neu,roholla.mosadegh, ,0
2344,@oussx__mh, ,[], ,0.0,neu,chamcou_luccaino,oussx__mh ,0
2345,@eselrusso, ,[], ,0.0,neu,gabrielgilrivas,eselrusso ,1
2346,Dan the man! 🙌🏾,dan man,"['dan', 'man']",🙌🏾,0.18680832226648958,neu,jjavon24, ,0
2347,"“Let’s go for a hike, go put your ignite thongs on and nothing else.” 😂",let go hike go put ignit thong noth els,"['let', 'go', 'hike', 'go', 'put', 'ignit', 'thong', 'noth', 'els']",😂,0.022096840377513333,neu,christiantomyn, ,0
2348,@vanessa_imperium.contabilidade um dia eu chego lá 😂😂😂,um dia eu chego l,"['um', 'dia', 'eu', 'chego', 'l']",😂😂😂,0.08286315141567499,neu,ricardo.alve7,vanessa_imperium.contabilidade ,1
2349,🔥🔥🔥, ,[],🔥🔥🔥,0.1397849462365591,neu,hg_247_, ,0
2350,💪🏽, ,[],💪🏽,0.5557132718239886,neu,_209thizzin_, ,0
2351,🔥😮, ,[],🔥😮,0.20878136200716846,neu,kingoffit39, ,0
2352,Mazzzziiinnnggg thats what i call a life 😍😍😍,mazzzziiinnnggg that call life,"['mazzzziiinnnggg', 'that', 'call', 'life']",😍😍😍,0.290544335362703,neu,sid._.666, ,0
2353,Ow my god 🔥🔥🔥,ow god,"['ow', 'god']",🔥🔥🔥,0.19315096774193546,neu,bru_physique_ofc, ,0
2354,Uncle Dan is back bby!!!,uncl dan back bbi,"['uncl', 'dan', 'back', 'bbi']", ,0.0,neu,tatedoesdoggies, ,0
2355,I wish i could be part of your dream team 😍,wish could part dream team,"['wish', 'could', 'part', 'dream', 'team']",😍,0.5895727970854956,pos,cleagaultier_official, ,0
2356,Invitame a una fiesta dan jaja,invitam una fiesta dan jaja,"['invitam', 'una', 'fiesta', 'dan', 'jaja']", ,0.4767,pos,jnayith7, ,0
2357,چخبرتونه  چهههه خبرتونه😁, ,[],😁,0.4499771585198721,neu,roholla.mosadegh, ,0
2358,Baxwa kary azhet 🔥🔥,baxwa kari azhet,"['baxwa', 'kari', 'azhet']",🔥🔥,0.055913978494623644,neu,rasa_rastgo, ,0
2359,@diefferson.adv, ,[], ,0.0,neu,dougcellofc,diefferson.adv ,1
2360,@exolinko, ,[], ,0.0,neu,mooo__aw,exolinko ,0
2361,Hows it going with the investors you stole 50 mil from? 😆,how go investor stole mil,"['how', 'go', 'investor', 'stole', 'mil']",😆,0.06862745098039215,neu,bree.faithh, ,0
2362,Your so damn sexy ughhh marry me!,damn sexi ughhh marri,"['damn', 'sexi', 'ughhh', 'marri']", ,-0.4019,neg,mikemillzzz_, ,0
2363,😂😂😂😂 la mera puntería con mucho 🤑🤑🤑🤑🤑🤑🤑😂😂😂,la mera puntera con mucho,"['la', 'mera', 'puntera', 'con', 'mucho']",😂😂😂😂🤑🤑🤑🤑🤑🤑🤑😂😂😂,0.12889823553549445,neu,dora3966, ,0
2364,@dora3966 puteriaaa,puteriaaa,['puteriaaa'], ,0.0,neu,dora3966,dora3966 ,0
2365,This kind of marketing is dumb. Unless the chicks come with the vapes then get them out of ur ads.,kind market dumb unless chick come vape get ur ad,"['kind', 'market', 'dumb', 'unless', 'chick', 'come', 'vape', 'get', 'ur', 'ad']", ,0.0258,neu,operdew2022, ,0
2366,Esse cara sabe viver a vida viu rsrs,ess cara sabe viver vida viu rsr,"['ess', 'cara', 'sabe', 'viver', 'vida', 'viu', 'rsr']", ,0.0,neu,wellrios1, ,0
2367,I'm sure you don't like this pussycats anymorem,sure not like pussycat anymorem,"['sure', 'not', 'like', 'pussycat', 'anymorem']", ,0.049,neu,leostremante, ,0
2368,Tough times 👌 love life to the fullest ❤️,tough time love life fullest,"['tough', 'time', 'love', 'life', 'fullest']",👌❤,0.5956210914689175,pos,danc1980, ,0
2369,I just wonder when does this all get old?,wonder get old,"['wonder', 'get', 'old']", ,0.0,neu,picasso_masterpiece, ,0
2370,Fat is that all 😂,fat,['fat'],😂,0.11048420188756665,neu,el_cincotta, ,0
2371,ببین تو اندازه ما تو ایران لذت نمی‌بری 😂, ,[],😂,0.2209684037751333,neu,ho3einkordi7, ,0
2372,@reza.jyjy, ,[], ,0.0,neu,alikowsari,reza.jyjy ,0
2373,داداش یه تومن بریز به کارتم ، هفته ی دیگه بهت برمی گردونم.خیلی آقایی دن @danbilzerian, ,[], ,0.0,neu,alikowsari,danbilzerian ,0
2374,مگه تو زن نگرفتی, ,[], ,0.0,neu,ho3einkordi7, ,0
2375,Yo @danbilzerian I’m in for these festivities!!!,yo festiv,"['yo', 'festiv']", ,0.0,neu,tonetouch1,danbilzerian ,0
2376,👏👏👏👏🔥🔥🔥🔥❤️❤️❤️❤️❤️, ,[],👏👏👏👏🔥🔥🔥🔥❤❤❤❤❤,0.49013587295206534,neu,homan_khari, ,0
2377,vida ruim em @danbilzerian 🤣🤣,vida ruim em,"['vida', 'ruim', 'em']",🤣🤣,0.0,neu,felipeevangelistaoficial,danbilzerian ,0
2378,Só queria um dia dessa cara 😎,queria um dia dessa cara,"['queria', 'um', 'dia', 'dessa', 'cara']",😎,0.08222811671087532,neu,marcos_soares85, ,0
2379,"Lmao ooookkk Danny boy, oooook 😂",lmao ooookkk danni boy oooook,"['lmao', 'ooookkk', 'danni', 'boy', 'oooook']",😂,0.5363280672958556,pos,bree.faithh, ,0
2380,Wow,wow,['wow'], ,0.5859,pos,catrinedward, ,0
2381,Ehrenmann,ehrenmann,['ehrenmann'], ,0.0,neu,p.a.trick98, ,0
2382,😂😂😂😂, ,[],😂😂😂😂,0.2209684037751333,neu,profesor.x, ,0
2383,Congrats 🎈,congrat,['congrat'],🎈,0.3628158844765343,neu,bbrannagan, ,0
2384,Wow,wow,['wow'], ,0.5859,pos,catrinedward, ,0
2385,رجال انته 😂, ,[],😂,0.2209684037751333,neu,sup97r, ,0
2386,😍🔥🙌, ,[],😍🔥🙌,0.4593822318496672,neu,imsoisabella, ,0
2387,Dan the Man!,dan man,"['dan', 'man']", ,0.0,neu,eschreck75, ,0
2388,✅✅, ,[],✅✅,0.4313725490196078,neu,sweet_mfn_jones, ,0
2389,حالا به این بگو بهشت چیه 😂😂😂😂😂😂, ,[],😂😂😂😂😂😂,0.2209684037751333,neu,mmahdi_khalili, ,0
2390,Ta apostando na blaze brother?,ta apostando na blaze brother,"['ta', 'apostando', 'na', 'blaze', 'brother']", ,0.0,neu,paulodouradooo, ,0
2391,@mc_rafa_r7 dinheiro nao tras felicidade kkkk,dinheiro nao tra felicidad kkkk,"['dinheiro', 'nao', 'tra', 'felicidad', 'kkkk']", ,0.0,neu,fabricio_coala,mc_rafa_r7 ,0
2392,@nesir_mahmoud @mahmoud.goda.908, ,[], ,0.0,neu,mahmoudtawfiik,nesir_mahmoud mahmoud.goda.908 ,0
2393,"The ladies I interviewed said your dick is infact not fat, one of them said ""like a Vienna sausage""",ladi interview said dick infact not fat one said like vienna sausag,"['ladi', 'interview', 'said', 'dick', 'infact', 'not', 'fat', 'one', 'said', 'like', 'vienna', 'sausag']", ,-0.2023,neu,boofandchronic, ,0
2394,@cyrus_fish, ,[], ,0.0,neu,t_y_9,cyrus_fish ,1
2395,@cheffromhell, ,[], ,0.0,neu,edgardd07,cheffromhell ,1
2396,@edgardd07 el mono,el mono,"['el', 'mono']", ,0.0,neu,cheffromhell,edgardd07 ,1
2397,Its not life,not life,"['not', 'life']", ,0.0,neu,mster_._kiarash, ,0
2398,🔥🔥🔥🔥🙌, ,[],🔥🔥🔥🔥🙌,0.22391295034914105,neu,yote909, ,0
2399,😂, ,[],😂,0.2209684037751333,neu,throughthevuefinder, ,0
2400,😮👏, ,[],😮👏,0.3991628614916286,neu,ryan.oficial, ,0
2401,The Best all time. 👏👏🔥🔥,best time,"['best', 'time']",👏👏🔥🔥,0.4324109638140128,pos,bront_10, ,0
2402,🔥🔥🔥, ,[],🔥🔥🔥,0.1397849462365591,neu,miteshtawde, ,0
2403,@nilar_69, ,[], ,0.0,neu,___negar___m_es,nilar_69 ,1
2404,siiiiiu,siiiiiu,['siiiiiu'], ,0.0,neu,imostafa4real, ,0
2405,Hoes 🔥😂,hoe,['hoe'],🔥😂,0.12025111667056412,neu,marshall_balin, ,0
2406,Hacked,hack,['hack'], ,0.0,neu,k.qassem22, ,0
2407,🐐, ,[],🐐,0.5555555555555556,neu,breeshhh__, ,0
2408,Arrocha!,arrocha,['arrocha'], ,0.0,neu,maramoreira.1_, ,0
2409,"Hands down, Best vid for this track 🔥🔥🔥",hand best vid track,"['hand', 'best', 'vid', 'track']",🔥🔥🔥,0.5242506912442396,pos,slice_1991, ,0
2410,@gerard.trades  @mpire1, ,[], ,0.0,neu,gmoney7117,gerard.trades mpire1 ,0
2411,این نیمی از لذاتای ما تو ایران نمیشه 😂😂😂, ,[],😂😂😂,0.2209684037751333,neu,ho3einkordi7, ,0
